mulai,selesai,durasi_jam,nilai_min,nilai_rata,jam_mulai
2021-06-22 11:15:00,2021-06-22 12:15:00,1.25,2.0,2.56,11
2021-07-29 05:00:00,2021-07-29 08:15:00,3.5,2.8,2.9499999999999997,5
2021-08-09 02:15:00,2021-08-09 03:45:00,1.75,2.7,2.9285714285714284,2
2021-08-10 02:45:00,2021-08-10 05:15:00,2.75,2.0,2.8,2
2021-08-11 03:45:00,2021-08-11 05:45:00,2.25,2.5,2.922222222222222,3
2021-08-15 05:15:00,2021-08-15 09:45:00,4.75,2.4,2.7473684210526312,5
2021-08-16 07:30:00,2021-08-16 09:00:00,1.75,2.5,2.8285714285714287,7
2021-08-20 10:45:00,2021-08-20 13:15:00,2.75,2.7,2.9272727272727277,10
2021-08-21 00:45:00,2021-08-21 03:30:00,3.0,2.2,2.8499999999999996,0
2021-08-21 11:30:00,2021-08-21 13:15:00,2.0,2.7,2.9875,11
2021-08-23 02:45:00,2021-08-23 04:30:00,2.0,2.4,2.9125,2
2021-08-24 02:30:00,2021-08-24 05:45:00,3.5,2.5,2.871428571428571,2
2021-08-26 04:00:00,2021-08-26 05:15:00,1.5,2.3,2.75,4
2021-08-27 04:45:00,2021-08-27 05:30:00,1.0,2.2,2.625,4
2021-09-17 10:15:00,2021-09-17 12:30:00,2.5,2.7,2.86,10
2021-09-17 23:30:00,2021-09-18 01:30:00,2.25,2.8,2.966666666666667,23
2021-09-18 10:15:00,2021-09-18 13:45:00,3.75,2.5,2.92,10
2021-09-19 00:45:00,2021-09-19 02:00:00,1.5,2.8,2.966666666666667,0
2021-10-07 01:45:00,2021-10-07 03:15:00,1.75,2.8,2.9714285714285715,1
2022-06-29 01:15:00,2022-06-29 04:45:00,3.75,2.4,2.8933333333333326,1
2022-06-29 12:15:00,2022-06-29 15:00:00,3.0,2.8,3.1,12
2022-06-30 01:00:00,2022-06-30 06:00:00,5.25,2.6,2.7,1
2022-07-11 11:00:00,2022-07-11 12:00:00,1.25,2.9,3.0,11
2022-07-12 00:15:00,2022-07-12 02:15:00,2.25,2.8,2.988888888888889,0
2022-07-16 03:45:00,2022-07-16 04:30:00,1.0,2.8,2.925,3
2022-07-17 04:00:00,2022-07-17 07:45:00,4.0,2.6,2.875,4
2022-08-08 09:15:00,2022-08-08 11:00:00,2.0,2.4,2.875,9
2022-08-10 11:00:00,2022-08-10 12:30:00,1.75,2.8,3.085714285714286,11
2022-08-11 12:00:00,2022-08-11 13:30:00,1.75,2.8,2.9571428571428577,12
2022-08-12 00:30:00,2022-08-12 04:45:00,4.5,2.4,2.833333333333333,0
2022-08-13 01:45:00,2022-08-13 05:15:00,3.75,2.6,2.8666666666666663,1
2022-08-23 23:15:00,2022-08-24 01:00:00,2.0,2.9,2.975,23
2022-08-24 10:15:00,2022-08-24 12:30:00,2.5,2.7,2.8899999999999997,10
2022-08-24 23:15:00,2022-08-25 03:15:00,4.25,2.6,2.7705882352941176,23
2022-08-25 11:00:00,2022-08-25 15:00:00,4.25,2.3,2.682352941176471,11
2022-08-25 23:00:00,2022-08-26 04:15:00,5.5,2.3,2.4818181818181815,23
2022-08-26 10:45:00,2022-08-26 15:30:00,5.0,2.3,2.5800000000000005,10
2022-08-26 23:45:00,2022-08-27 04:45:00,5.25,2.4,2.566666666666667,23
2022-08-27 11:45:00,2022-08-27 16:00:00,4.5,2.5,2.8611111111111107,11
2022-08-28 00:45:00,2022-08-28 05:15:00,4.75,2.5,2.705263157894737,0
2022-08-29 02:30:00,2022-08-29 05:00:00,2.75,2.8,2.936363636363636,2
2022-08-30 04:00:00,2022-08-30 05:45:00,2.0,2.9,3.0375,4
2022-08-31 02:15:00,2022-08-31 07:15:00,5.25,2.5,2.7857142857142856,2
2022-09-01 03:30:00,2022-09-01 07:15:00,4.0,2.7,2.8625,3
2022-09-07 10:00:00,2022-09-07 11:30:00,1.75,2.8,2.9285714285714284,10
2022-09-08 10:45:00,2022-09-08 13:15:00,2.75,2.8,2.972727272727272,10
2022-09-12 03:00:00,2022-09-12 05:15:00,2.5,2.8,2.9799999999999995,3
2023-07-05 03:00:00,2023-07-05 06:15:00,3.5,2.5,2.814285714285714,3
2023-07-06 03:45:00,2023-07-06 07:00:00,3.5,2.7,2.8785714285714277,3
2023-07-07 05:00:00,2023-07-07 07:30:00,2.75,2.5,2.9545454545454546,5
2023-07-18 01:45:00,2023-07-18 04:45:00,3.25,2.8,2.9538461538461536,1
2023-07-31 11:15:00,2023-07-31 12:45:00,1.75,2.9,3.057142857142857,11
2023-08-02 02:15:00,2023-08-02 04:15:00,2.25,2.9,2.988888888888889,2
2023-08-05 03:45:00,2023-08-05 07:30:00,4.0,2.7,2.9,3
2023-08-06 05:15:00,2023-08-06 08:00:00,3.0,2.8,2.975,5
2023-08-27 09:15:00,2023-08-27 10:45:00,1.75,2.7,2.8000000000000003,9
2023-08-28 09:00:00,2023-08-28 13:00:00,4.25,2.6,2.947058823529412,9
2023-08-28 23:45:00,2023-08-29 02:30:00,3.0,2.4,2.891666666666667,23
2023-08-29 10:00:00,2023-08-29 15:00:00,5.25,2.4,2.7380952380952377,10
2023-08-29 23:45:00,2023-08-30 04:00:00,4.5,2.5,2.6611111111111114,23
2023-09-10 09:45:00,2023-09-10 10:45:00,1.25,2.8,2.8800000000000003,9
2023-09-10 23:15:00,2023-09-11 00:15:00,1.25,2.7,2.92,23
2023-09-11 09:45:00,2023-09-11 12:00:00,2.5,2.3,2.7299999999999995,9
2023-09-11 22:45:00,2023-09-12 02:30:00,4.0,2.2,2.73125,22
2024-07-09 03:30:00,2024-07-09 06:45:00,3.5,2.5,2.914285714285714,3
2024-07-10 04:30:00,2024-07-10 05:15:00,1.0,3.0,3.025,4
2024-07-13 06:15:00,2024-07-13 08:15:00,2.25,2.8,2.922222222222222,6
2024-07-14 07:00:00,2024-07-14 07:45:00,1.0,3.0,3.0,7
2024-07-23 02:45:00,2024-07-23 06:00:00,3.5,2.7,2.9499999999999997,2
2024-08-15 09:15:00,2024-08-15 10:15:00,1.25,2.7,3.0,9
2024-08-16 10:00:00,2024-08-16 11:45:00,2.0,2.7,2.8625,10
2024-08-16 23:30:00,2024-08-17 01:15:00,2.0,2.9,3.0,23
2024-08-17 09:15:00,2024-08-17 12:15:00,3.25,2.3,2.7,9
2024-08-17 23:15:00,2024-08-18 03:00:00,4.0,2.6,2.84375,23
2024-08-18 09:45:00,2024-08-18 15:30:00,6.0,2.2,2.8874999999999997,9
2024-08-19 01:15:00,2024-08-19 03:45:00,2.75,2.8,2.936363636363636,1
