mulai,selesai,durasi_jam,nilai_min,nilai_rata,jam_mulai
2021-07-22 02:00:00,2021-07-22 03:00:00,1.25,3.5,4.04,2
2021-07-23 03:00:00,2021-07-23 03:45:00,1.0,3.4,3.6999999999999997,3
2021-07-27 06:30:00,2021-07-27 07:15:00,1.0,3.5,3.675,6
2021-07-31 23:15:00,2021-08-01 00:15:00,1.25,3.6,3.66,23
2021-08-01 12:30:00,2021-08-01 13:15:00,1.0,3.8,4.0,12
2021-08-08 04:15:00,2021-08-08 05:30:00,1.5,3.5,3.816666666666667,4
2021-08-09 04:00:00,2021-08-09 05:30:00,1.75,3.4,3.628571428571429,4
2021-08-10 04:30:00,2021-08-10 05:45:00,1.5,3.4,3.6999999999999997,4
2021-08-11 05:00:00,2021-08-11 07:15:00,2.5,3.2,3.6199999999999997,5
2021-08-12 06:15:00,2021-08-12 07:15:00,1.25,3.7,3.8200000000000003,6
2021-08-13 07:00:00,2021-08-13 07:45:00,1.0,3.4,3.65,7
2021-08-20 01:00:00,2021-08-20 02:30:00,1.75,3.7,3.928571428571428,1
2021-08-21 02:30:00,2021-08-21 03:15:00,1.0,3.6,3.8499999999999996,2
2021-08-22 03:00:00,2021-08-22 04:45:00,2.0,3.5,3.75,3
2021-08-22 15:45:00,2021-08-22 16:45:00,1.25,3.8,3.8199999999999994,15
2021-08-23 03:45:00,2021-08-23 05:00:00,1.5,3.1,3.566666666666667,3
2021-08-24 03:30:00,2021-08-24 06:15:00,3.0,3.1,3.516666666666667,3
2021-08-25 04:30:00,2021-08-25 06:15:00,2.0,3.3,3.5625,4
2021-08-26 06:00:00,2021-08-26 07:15:00,1.5,3.8,3.933333333333333,6
2021-09-08 03:45:00,2021-09-08 05:15:00,1.75,3.5,3.8285714285714287,3
2021-09-09 04:30:00,2021-09-09 05:30:00,1.25,3.6,3.8,4
2021-09-18 01:45:00,2021-09-18 02:30:00,1.0,3.8,3.9749999999999996,1
2022-06-28 16:00:00,2022-06-28 18:15:00,2.5,3.5,4.01,16
2022-06-29 04:00:00,2022-06-29 04:45:00,1.0,3.5,3.75,4
2022-06-29 06:15:00,2022-06-29 09:00:00,3.0,3.5,3.9250000000000003,6
2022-08-11 01:45:00,2022-08-11 04:00:00,2.5,2.9,3.6100000000000003,1
2022-08-12 02:45:00,2022-08-12 04:15:00,1.75,3.3,3.6142857142857143,2
2022-08-25 02:30:00,2022-08-25 04:30:00,2.25,3.5,3.822222222222222,2
2022-08-26 02:15:00,2022-08-26 05:45:00,3.75,3.6,3.8200000000000003,2
2022-08-27 03:30:00,2022-08-27 06:15:00,3.0,3.4,3.7916666666666665,3
2022-08-28 04:00:00,2022-08-28 05:30:00,1.75,3.3,3.5571428571428574,4
2022-08-29 05:15:00,2022-08-29 06:00:00,1.0,3.6,3.7750000000000004,5
2022-08-30 05:00:00,2022-08-30 06:45:00,2.0,3.4,3.675,5
2022-08-31 04:45:00,2022-08-31 08:30:00,4.0,3.2,3.5625,4
2022-08-31 18:45:00,2022-08-31 19:45:00,1.25,3.6,3.7800000000000002,18
