mulai,selesai,durasi_jam,nilai_min,nilai_rata,jam_mulai
2020-01-01 00:00:00,2020-01-02 06:00:00,30.25,1.8,2.3950413223140496,0
2020-01-02 11:45:00,2020-01-03 00:45:00,13.25,2.0,2.450943396226415,11
2020-01-03 03:30:00,2020-01-03 18:15:00,15.0,2.0,2.9233333333333333,3
2020-01-05 23:00:00,2020-01-06 11:45:00,13.0,2.4,2.646153846153846,23
2020-01-06 15:15:00,2020-01-06 16:45:00,1.75,2.8,2.8714285714285714,15
2020-01-07 08:15:00,2020-01-07 12:30:00,4.5,2.6,2.8166666666666664,8
2020-01-08 05:15:00,2020-01-08 11:30:00,6.5,2.7,2.865384615384616,5
2020-01-08 13:15:00,2020-01-08 17:15:00,4.25,2.6,2.788235294117647,13
2020-01-09 00:00:00,2020-01-09 01:00:00,1.25,2.8,2.86,0
2020-01-09 04:30:00,2020-01-09 05:45:00,1.5,2.9,3.783333333333333,4
2020-01-14 15:30:00,2020-01-14 22:00:00,6.75,2.8,2.95925925925926,15
2020-01-15 00:15:00,2020-01-16 05:00:00,29.0,1.8,2.462931034482758,0
2020-01-16 10:15:00,2020-01-17 12:15:00,26.25,1.5,2.279047619047619,10
2020-01-18 15:15:00,2020-01-20 10:00:00,43.0,1.9,2.588953488372093,15
2020-01-27 05:30:00,2020-01-27 09:15:00,4.0,2.7,2.85625,5
2020-01-27 17:15:00,2020-01-27 18:00:00,1.0,2.9,2.9,17
2020-01-28 00:15:00,2020-02-04 03:30:00,171.5,0.8,1.682798833819242,0
2020-02-05 07:45:00,2020-02-05 09:45:00,2.25,2.6,3.011111111111111,7
2020-02-05 22:00:00,2020-02-06 23:00:00,25.25,1.4,2.3980198019801984,22
2020-02-07 00:45:00,2020-02-08 23:30:00,47.0,0.6,1.5882978723404253,0
2020-02-09 02:45:00,2020-02-09 06:00:00,3.5,1.5,2.3999999999999995,2
2020-02-09 10:30:00,2020-02-09 16:15:00,6.0,1.7,2.670833333333333,10
2020-02-12 15:30:00,2020-02-12 17:00:00,1.75,2.3,3.0142857142857147,15
2020-02-12 18:30:00,2020-02-12 19:15:00,1.0,2.4,2.95,18
2020-02-12 20:45:00,2020-02-13 06:15:00,9.75,2.4,2.9384615384615387,20
2020-02-13 07:45:00,2020-02-13 12:00:00,4.5,2.0,3.0166666666666666,7
2020-02-13 13:30:00,2020-02-13 17:00:00,3.75,2.7,3.0933333333333333,13
2020-02-13 20:30:00,2020-02-15 06:30:00,34.25,0.6,1.7985401459854016,20
2020-02-16 01:00:00,2020-02-16 09:30:00,8.75,2.0,2.822857142857143,1
2020-02-16 18:00:00,2020-02-17 00:15:00,6.5,1.9,2.9076923076923076,18
2020-02-17 08:00:00,2020-02-17 10:45:00,3.0,2.1,2.9250000000000003,8
2020-02-27 19:00:00,2020-02-27 20:15:00,1.5,1.6,3.0500000000000003,19
2020-03-07 07:15:00,2020-03-07 11:30:00,4.5,2.4,2.9055555555555554,7
2020-03-11 04:15:00,2020-03-11 14:45:00,10.75,2.6,2.8767441860465115,4
2020-03-11 16:45:00,2020-03-12 12:30:00,20.0,1.8,2.4537499999999994,16
2020-03-13 06:00:00,2020-03-13 11:30:00,5.75,2.4,2.9434782608695653,6
2020-03-14 00:30:00,2020-03-18 12:30:00,108.25,0.4,1.5496535796766744,0
2020-03-20 08:30:00,2020-03-20 11:15:00,3.0,2.5,2.8666666666666667,8
2020-03-20 15:30:00,2020-03-20 22:15:00,7.0,2.2,2.9142857142857146,15
2020-03-20 23:45:00,2020-03-21 14:45:00,15.25,1.4,2.639344262295082,23
2020-03-21 22:45:00,2020-03-22 18:30:00,20.0,2.0,2.7662500000000003,22
2020-03-22 21:30:00,2020-03-22 22:45:00,1.5,1.9,3.783333333333333,21
2020-03-23 03:15:00,2020-03-23 05:15:00,2.25,1.9,3.1777777777777776,3
2020-03-23 09:45:00,2020-03-23 23:00:00,13.5,1.0,2.4000000000000004,9
2020-03-24 05:00:00,2020-03-24 06:30:00,1.75,2.5,3.3000000000000003,5
2020-03-24 11:15:00,2020-03-24 23:45:00,12.75,1.2,2.662745098039216,11
2020-03-25 15:45:00,2020-03-26 05:30:00,14.0,2.1,2.755357142857143,15
2020-03-26 13:30:00,2020-03-26 19:00:00,5.75,1.7,2.4347826086956523,13
2020-03-26 23:15:00,2020-03-27 01:00:00,2.0,2.5,3.4,23
2020-03-27 08:15:00,2020-03-27 16:15:00,8.25,2.1,2.809090909090909,8
2020-04-26 02:45:00,2020-04-26 08:15:00,5.75,2.4,2.9,2
2020-05-26 19:45:00,2020-05-27 04:30:00,9.0,2.4,2.861111111111111,19
2020-05-27 07:00:00,2020-05-27 09:00:00,2.25,2.7,2.933333333333333,7
2020-05-27 20:00:00,2020-05-29 13:15:00,41.5,1.6,2.510843373493976,20
2020-05-29 15:45:00,2020-06-02 07:30:00,88.0,0.3,2.0,15
2020-06-03 18:15:00,2020-06-03 20:15:00,2.25,2.4,2.822222222222222,18
2020-06-08 15:45:00,2020-06-08 22:00:00,6.5,2.2,2.519230769230769,15
2020-06-09 07:30:00,2020-06-09 16:00:00,8.75,2.0,2.4028571428571426,7
2020-06-10 09:30:00,2020-06-10 13:45:00,4.5,2.0,2.4,9
2020-06-11 06:30:00,2020-06-15 22:45:00,112.5,0.1,1.971111111111111,6
2020-06-16 01:30:00,2020-06-18 14:30:00,61.25,0.8,2.044262295081967,1
2020-06-18 21:30:00,2020-06-19 14:00:00,16.75,0.7,2.0313432835820895,21
2020-06-19 21:15:00,2020-06-20 00:15:00,3.25,1.8,2.5999999999999996,21
2020-06-20 03:00:00,2020-06-20 17:00:00,14.25,0.7,1.8263157894736841,3
2020-06-20 20:00:00,2020-06-21 17:45:00,22.0,1.3,2.353409090909091,20
2020-06-21 22:45:00,2020-06-22 08:30:00,10.0,1.4,2.6325,22
2020-06-22 12:45:00,2020-06-22 13:30:00,1.0,2.8,2.9749999999999996,12
2020-06-22 15:00:00,2020-06-23 01:00:00,10.25,2.0,2.590243902439025,15
2020-06-23 03:45:00,2020-06-23 05:15:00,1.75,2.7,2.8714285714285714,3
